name|price|description|category|rating|source
CANON Pixma TR150 (Tintendrucker, Farbe, WLAN)|254.0|Für bessere Geschäfte direkt vor Ort. Mit wiederaufladbarem Akku (nicht im Lieferumfang enthalten), Steuerung per Mobilgerät und vielseitiger kabelloser Konnektivität ganz mühelos zum professionellen Resultat - wo und wann auch immer. Dank des praktischen Akkus kann man den Druckaufgaben überall nachkommen. Der Druckauftrag kommt kabellos vom PC, Laptop oder dem Mobilgerät - für Randlosfotos und Dokumente bis zum Format A4. Und wenn es ganz schnell gehen soll, speichert man bis zu 5 Vorlagen und druckt diese auf Knopfdruck.|Computer & Gaming||interdiscount
CANON i-SENSYS LBP633Cdw (Laserdrucker, Farbe, WLAN)|244.3|Die Farblaserdrucker der Canon i-SENSYS LBP630 Serie sind äusserst effizient für kleine bis mittlere Unternehmen oder Einzelpersonen, die von unterwegs aus arbeiten.|Computer & Gaming||interdiscount
CANON 041H (Einzeltoner, Schwarz)|243.85|Canon 041 H - Hohe Ergiebigkeit - Schwarz - Original - Tonerpatrone - für imageCLASS LBP312dn; i-SENSYS LBP312x|Computer & Gaming||interdiscount
CANON i-SENSYS LBP246dw (Laserdrucker, Schwarz-Weiss, WLAN, Bluetooth)|243.7|Schaffen Sie mit der i-SENSYS LBP240 Serie ein müheloses Druckerlebnis. Nutzen Sie die hohen Druckgeschwindigkeiten, die robuste Sicherheit und die Cloud-Konnektivität, um Zeit und Ressourcen zu sparen und professionelle Qualität zu produzieren.|Computer & Gaming||interdiscount
CANON 0457C001 (Einzeltoner, Magenta)|236.1|Mit der All-in-One Cartridge 040 H haben Sie die Gewissheit, dass Sie stets saubere und scharfe Drucke erhalten. Die hohe Kapazität stellt sicher, dass eine einzige Cartridge für viele Ihrer Druckaufträge ausreicht.|Computer & Gaming||interdiscount
CANON i-SENSYS MF264dw (Laserdrucker, Schwarz-Weiss, WLAN)|236.05|Druckertyp: Schwarz-Weiss, Drucktechnik: Laser, Total Fassungsvermögen Papierzuführungen: 250 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 0 ppm|Computer & Gaming||interdiscount
CANON T03 (Einzeltoner, Schwarz)|235.3||Computer & Gaming||interdiscount
CANON PIXMA TS9550a (Tintendrucker, Farbe, WLAN, Bluetooth)|227.75|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 200 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 2, Druckgeschwindigkeit (farbig): 10 ppm|Computer & Gaming||interdiscount
CANON i-SENSYS LBP633Cdw (Laserdrucker, Farbe, WLAN)|211.85|Druckertyp: Farbig, Drucktechnik: Laser, Total Fassungsvermögen Papierzuführungen: 250 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 21 ppm|Computer & Gaming||interdiscount
CANON i-SENSYS LBP243dw (Laserdrucker, Schwarz-Weiss, WLAN, Bluetooth)|211.15|Steigern Sie die Effizienz und maximieren Sie Ihre Produktivität mit den Schwarzweiss-Laserdruckern der i-SENSYS LBP240-Serie.|Computer & Gaming||interdiscount
CANON 069H  (Einzeltoner, Cyan)|208.2|Toner-Modul|Computer & Gaming||interdiscount
CANON 069H (Einzeltoner, Magenta)|206.85|Toner-Modul|Computer & Gaming||interdiscount
CANON CRG069YH (Einzeltoner, Gelb)|206.85|Toner-Modul|Computer & Gaming||interdiscount
CANON Maxify MB2750 (Tintendrucker, Farbe, WLAN)|206.75||Computer & Gaming||interdiscount
CANON PFI-1300 (Cyan, 1 Stück)|200.55|Canon PFI-1300 PC - 330 ml - Photo Cyan - Original - Tintenbehälter - für imagePROGRAF PRO-2000, PRO-4000, PRO-4000S, PRO-6000S|Computer & Gaming||interdiscount
CANON MAXIFY MB5150 (Tintendrucker, Farbe, WLAN)|200.35||Computer & Gaming||interdiscount
CANON PIXMA G3570 (Tintendrucker, Farbe, WLAN)|194.2|Mit diesem schnellen und einfach bedienbaren 3-in-1 Multifunktionssystem mit nachfüllbaren Tintentanks und WLAN kannst du deine Druckkosten zu Hause erheblich senken.|Computer & Gaming||interdiscount
CANON MAXIFY MB5150 (Tintendrucker, Farbe, WLAN)|192.45|Der vollwertige Drucker, Scanner, Kopierer inklusive Faxgerät ist speziell für das Home Office konzipiert, wo eine hohe Schwarzweiß- und Farbdruckqualität bei geringen Seitenkosten erforderlich ist. Die Marker- und abriebfesten DRHD Tinten sorgen für tiefe Schwarztöne, lebendige Farben und gestochen scharfen Text.|Computer & Gaming||interdiscount
CANON  057H / 3010C002 (Einzeltoner, Schwarz)|191.4|Beste Qualität - ganz gleich, ob beim Kopieren oder Drucken, ob in Schwarzweiss oder in Farbe - ist das, was Sie von Canon erwarten. Dafür tut Canon alles. Auf die bewährte Canon-Qualität können Sie sich ganz ruhig verlassen. Sie werden damit nimmer enttäuscht! Das reiche Angebot an Verbrauchsmaterialen von Canon versorgt Ihnen die langfristige und einwandfreie Arbeit.|Computer & Gaming||interdiscount
CANON PGI-7500XL M (Magenta, 1 Stück)|190.4|Canon PGI-7500XL M - XL - Magenta - original - Tintenbehälter - für Canon WG7540, WG7550, WG7550F; WG Series WG7550F|Computer & Gaming||interdiscount
CANON PIXMA IX6850 (Tintendrucker, Farbe, WLAN)|182.7|Kompakter, leistungsstarker A3+ WLAN-Drucker für das Büro|Computer & Gaming||interdiscount
CANON LK-62 Akku (Silber)|181.95|Canon LK-62 - Drucker-Batterie - 1 x Lithium-Ionen - für PIXMA iP100|Computer & Gaming||interdiscount
CANON 4931C001 (Einzeltoner, Gelb)|179.2|Toner-Modul|Computer & Gaming||interdiscount
CANON Maxify MB5450 (Tintendrucker, Farbe, Wi-Fi)|171.2|Die Komplettlösung für kleinere Büros Die MAXIFY MB5450 Modelle sind die ideale Wahl für alle Druckanforderungen in kleineren Büros, ohne dabei Kompromisse bei Leistung, Qualität oder Zuverlässigkeit zu fordern. Mit ihren hochwertigen Marker- und abriebfesten Tinten, LAN- / WLAN-Konnektivität und Duplex-Scan lassen sich auch grössere Durckjobs schneller als je zuvor bearbeiten.|Computer & Gaming||interdiscount
CANON 046H (Einzeltoner, Cyan)|167.4|Druckleistung Seiten: 5000 ×, Toner/Tinte Farbe: Cyan, Originalprodukt, High Capacity - Farbe: Cyan, Reichweite: ca. 5000 Seiten|Computer & Gaming||interdiscount
CANON 046H (Einzeltoner, Gelb)|167.4|Druckleistung Seiten: 5000 ×, Toner/Tinte Farbe: Yellow, Originalprodukt, High Capacity - Farbe: Yellow, Reichweite: ca. 5000 Seiten|Computer & Gaming||interdiscount
CANON 046HM (Einzeltoner, Magenta)|167.4|Druckleistung Seiten: 5000 ×, Toner/Tinte Farbe: Magenta, Originalprodukt, High Capacity - Farbe: Magenta, Reichweite: ca. 5000 Seiten|Computer & Gaming||interdiscount
CANON PFI-320 (Magenta, 1 Stück)|167.0|Tintenpatronen PFI-320|Computer & Gaming||interdiscount
CANON PFI-310 (Magenta, 1 Stück)|166.6|Canon PFI-310 M - 330 ml - Magenta - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON PFI-310Y (Gelb, 1 Stück)|166.6|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON CRG069BH (Einzeltoner, Schwarz)|165.75|Toner-Modul|Computer & Gaming||interdiscount
CANON PFI-207MBK (Schwarz, Mattschwarz, 1 Stück)|163.15|Canon PFI-207 MBK - 300 ml - mattschwarz - Original - Tintenbehälter - für imagePROGRAF iPF680, iPF685, iPF780, iPF785|Computer & Gaming||interdiscount
CANON PFI-320BK (Schwarz, 1 Stück)|163.15|Tintenpatronen PFI-320|Computer & Gaming||interdiscount
CANON PFI-320C (Cyan, 1 Stück)|163.15|Tintenpatronen PFI-320|Computer & Gaming||interdiscount
CANON PFI-320MBK (Mattschwarz, 1 Stück)|163.15|Tintenpatronen PFI-320|Computer & Gaming||interdiscount
CANON PFI-320Y (Gelb, 1 Stück)|163.15|Tintenpatronen PFI-320|Computer & Gaming||interdiscount
CANON MAXIFY MB2150 (Tintendrucker, Farbe, WLAN)|161.45||Computer & Gaming||interdiscount
CANON PFI-310 MBK (Schwarz, Mattschwarz, 1 Stück)|159.65|Canon PFI-310 MBK - 330 ml - mattschwarz - Original - Tintenbehälter - für imagePROGRAF TX-2000, TX-3000, TX-3000 MFP T36, TX-4000, TX-4000 MFP T36|Computer & Gaming||interdiscount
CANON Pixma TS7450a (Tintendrucker, Farbe, WLAN)|158.9|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 200 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 2, Druckgeschwindigkeit (farbig): 6.8 ppm|Computer & Gaming||interdiscount
CANON C-EXV 58 (Einzeltoner, Schwarz)|158.0||Computer & Gaming||interdiscount
CANON PFI-320MBK (Schwarz, Mattschwarz, 1 Stück)|156.95|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON C-EXV 58L (Einzeltoner, Gelb)|155.7||Computer & Gaming||interdiscount
CANON C-EXV 58L (Einzeltoner, Magenta)|155.7||Computer & Gaming||interdiscount
CANON MAXIFY iB4150 (Tintendrucker, Farbe, WLAN)|153.25|Das Arbeitstier für vielbeschäftigte Büros Der Farb-Tintenstrahldrucker mit der idealen Geschwindigkeit, Kapazität und Wirtschaftlichkeit für jedes kleinere Büro. Mit seiner grossen 500-Blatt-Papierkassette bietet der Canon MAXIFY iB4150 eine grosszügige Papierkapazität. Dank seiner Marker- und abriebfesten DRHD Tinten liefert er hochwertige Drucke mit lebendigen Farben und gestochen scharfem Text. Der Canon MAXIFY iB4150 druckt A4 mit bis zu 24/15,5 ISO-Seiten pro Minute (SW/Farbe), wobei die erste Seite (FPOT) nach nur ca. 6 Sekunden im Ausgabefach liegt.|Computer & Gaming||interdiscount
CANON PGI-29 (Photo Magenta, Gelb, Photo Cyan, Magenta, Cyan, Rot, 1 Stück)|151.0|Canon PGI-29 CMY/PC/PM/R Multipack - Gelb, Cyan, Magenta, Rot, Photo Cyan, Photo Magenta - Original - Tintenbehälter - für PIXMA PRO-1|Computer & Gaming||interdiscount
CANON T04-BK (Einzeltoner, Schwarz)|148.35|Original Toner farbig passend zu CANON Colour Laser Drucker gemäss Kompatibilitätsliste|Computer & Gaming||interdiscount
CANON C-EXV55Y (Einzeltoner, Gelb)|145.0|Toner C-EXV 55|Computer & Gaming||interdiscount
CANON PGI-29 (Hellgrau, Grau, Schwarz, Mattschwarz, Photo Schwarz, Multipack)|144.0|Dieses Multipack enthält jeweils einen Tintentank der Farben Mattschwarz, Foto-Schwarz, Dunkelgrau, Grau und Hellgrau. Mit diesen fünf 36 ml fassenden Farbtintentanks sparen Sie Zeit und Geld. Das LUCIA-System liefert herausragende Ergebnisse mit hoher Farbstabilität.|Computer & Gaming||interdiscount
CANON Selphy CP1500 (Tintenstrahl, Thermosublimation, 300 x 300 dpi)|141.6|Wunderschöne Drucke, die ein Leben lang halten, schnell erstellt Mit diesem kompakten Fotodrucker erstellst du wunderschöne, farbenfrohe Ausdrucke, die bis zu 100 Jahre farbstabil bleiben. Mit der kabellosen Smartphone-Bedienung über die SELPHY Photo Layout App und zahlreichen kabellosen und kabelgebundenen Anschlussoptionen kannst du ganz einfach von diversen Geräten aus drucken.|Computer & Gaming||interdiscount
CANON 4937C001 (Einzeltoner, Schwarz)|140.55|Toner-Modul|Computer & Gaming||interdiscount
CANON 724|138.35|Canon CRG-724 - Schwarz - Original - Tonerpatrone - für imageCLASS LBP6780X; i-SENSYS LBP6750dn, LBP6780x, MF512x, MF515x|Computer & Gaming||interdiscount
CANON Selphy QX10 (Thermodirekt)|136.6||Computer & Gaming||interdiscount
CANON Selphy QX10 (Thermosublimation)|136.6||Computer & Gaming||interdiscount
CANON Selphy QX10 (Thermosublimation, 287 x 287 dpi)|136.6||Computer & Gaming||interdiscount
CANON 710  (Einzeltoner, Schwarz)|131.65|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet Canon mit Ihnen im Büro, und im Sommer fahren Sie gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Technologie von Canon überall dort, wo die Menschen leben. Mit zahllosen Erfindungen und Innovationen ist das Unternehmen ein Hightech-Spezialist. Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert, und mittlerweile zählt Canon zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Produkte von Canon.|Computer & Gaming||interdiscount
CANON C-EXV64Y (Einzeltoner, Gelb)|131.15||Computer & Gaming||interdiscount
CANON C-EXV36 (Einzeltoner, Schwarz)|130.35|Toner C-EXV 36|Computer & Gaming||interdiscount
CANON Pixma MG3650S (Tintendrucker, Farbe, WLAN)|129.95|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 100 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 5.7 ppm|Computer & Gaming||interdiscount
CANON Sicherheits-Kit (Grau)|129.6|Zubehörtyp: Verschleissteile|Computer & Gaming||interdiscount
CANON  Zoemini 2 (Thermosublimation, ZINK, 313 x 500 dpi)|125.95|Mit dem Canon Zoemini 2 Mini-Drucker kannst du jederzeit und überall deine Schnappschüsse ausdrucken. Dieser kompakte und leichte mobile Fotodrucker macht aus deinen Smartphone-Aufnahmen reissfeste und wasserabweisende Foto-Sticker, die du mit anderen teilen kannst. Mit der Canon Mini Print App kannst du die Fotos vor dem Drucken personalisieren und kreativ gestalten. Die Bluetooth®-Technologie und der tintenfreie ZINK™ Druck machen die Bedienung ganz einfach. Und in nur 50 Minuten ist der Akku über USB-C wieder aufgeladen.|Computer & Gaming||interdiscount
CANON CRG 056 L LBP (Einzeltoner, Schwarz)|123.3|Beste Qualität - ganz gleich, ob beim Kopieren oder Drucken, ob in Schwarzweiss oder in Farbe - ist das, was Sie von Canon erwarten. Dafür tut Canon alles. Auf die bewährte Canon-Qualität können Sie sich ganz ruhig verlassen. Sie werden damit nimmer enttäuscht! Das reiche Angebot an Verbrauchsmaterialen von Canon versorgt Ihnen die langfristige und einwandfreie Arbeit.|Computer & Gaming||interdiscount
CANON C-EXV 52  (Einzeltoner, Schwarz)|124.0|Toner C-EXV 52|Computer & Gaming||interdiscount
CANON PIXMA TS7750i  (Tintendrucker, Farbe, Bluetooth)|122.85|Ein schneller, hochwertiger Drucker mit optimierter Benutzerfreundlichkeit und Unterstützung für den PIXMA Print Plan zum problemlosen und kostensparenden Drucken.|Computer & Gaming||interdiscount
CANON C-EXV45BK (Einzeltoner, Schwarz)|122.6|Toner C-EXV 45|Computer & Gaming||interdiscount
CANON PIXMA MG3650S (Tintendrucker, Farbe, WLAN)|121.15|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 100 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 5.7 ppm|Computer & Gaming||interdiscount
CANON 046 H (Einzeltoner, Schwarz)|121.15|Druckleistung Seiten: 6300 ×, Toner/Tinte Farbe: Black, Originalprodukt, High Capacity - Farbe: Black, Reichweite: ca. 6300 Seiten|Computer & Gaming||interdiscount
CANON Pixma MG3650S (Tintendrucker, Farbe, WLAN)|121.15|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 100 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 5.7 ppm|Computer & Gaming||interdiscount
CANON Fine Art Smooth Fotopapier (25 Blatt, A3+, 310 g/m2)|120.4|Ein hochwertiges FineArt-Papier für Canon Pro Tintenstrahldrucker - für Ausdrucke mit erstklassiger Schwarzdichte, präzisen Tonabstufungen auch in dunklen Bereichen und grossem Farbraum.|Computer & Gaming||interdiscount
CANON 034 (Einzeltoner, Schwarz)|117.0|Canon 034 - Schwarz - Original - Tonerpatrone - für ImageCLASS MF810Cdn, MF820Cdn; imageRUNNER 1435i, 1435iF, C1225, C1225iF|Computer & Gaming||interdiscount
CANON Pixma TS7650I  (Tintendrucker, Farbe, Instant Ink, WLAN)|114.7||Computer & Gaming||interdiscount
CANON C-EXV29|114.65|Canon C-EXV 29 - Cyan - Original - Tonerpatrone - für imageRUNNER ADVANCE C5030, C5030i, C5035, C5035i, C5035i EQ80, C5235i, C5240i|Computer & Gaming||interdiscount
CANON C-EXV55C (Einzeltoner, Cyan)|109.75|Toner C-EXV 55|Computer & Gaming||interdiscount
CANON C-EXV55M IR C356 (Einzeltoner, Magenta)|108.6|Toner C-EXV 55|Computer & Gaming||interdiscount
CANON PIXMA TS705a (Tintendrucker, Farbe, WLAN, Bluetooth)|108.3||Computer & Gaming||interdiscount
CANON CRG 057 LBP (Einzeltoner, Schwarz)|104.0|Beste Qualität - ganz gleich, ob beim Kopieren oder Drucken, ob in Schwarzweiss oder in Farbe - ist das, was Sie von Canon erwarten. Dafür tut Canon alles. Auf die bewährte Canon-Qualität können Sie sich ganz ruhig verlassen. Sie werden damit nimmer enttäuscht! Das reiche Angebot an Verbrauchsmaterialen von Canon versorgt Ihnen die langfristige und einwandfreie Arbeit.|Computer & Gaming||interdiscount
CANON 3480B006 (Einzeltoner, Schwarz)|103.0|Canon C-EXV 40 - Schwarz - Original - Tonerpatrone - für imageRUNNER 1133, 1133A, 1133IF|Computer & Gaming||interdiscount
CANON 718|95.75|Der CANON 718 Toner ist der Toner für perfekte Qualität.Dank der All-in-one Technik des Druckkopfes ist beste Optik und streifenfreies Schwarzweiss selbst auf grossflächigem Druck garantiert. Im Gegensatz zu Kartuschen oder wieder befüllbaren Tintenkassetten wird mit dem CANON 718 Toner jegliches Verschleissteil ersetzt, wodurch nach dem Austausch praktisch ein neuer Drucker vorhanden ist. Neben der hohen Qualität des Drucks wird bei CANON auf Sparsamkeit gesetzt, wodurch der Toner eine Seitenreichweite von bis zu 2900 Blatt DIN A4 aufweist. Speziell konzipiert für alle Drucker der i-SENSYS Serie steht dem perfekten Ergebnis nichts mehr im Weg.|Computer & Gaming||interdiscount
CANON PFI-120BK (Schwarz, 1 Stück)|95.0|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON 046M (Einzeltoner, Magenta)|91.05|Druckleistung Seiten: 2300 ×, Toner/Tinte Farbe: Magenta, Originalprodukt - Farbe: Magenta, Reichweite: ca. 2300 Seiten|Computer & Gaming||interdiscount
CANON 1247C002 (Einzeltoner, Gelb)|91.05|Druckleistung Seiten: 2300 ×, Toner/Tinte Farbe: Yellow, Originalprodukt - Farbe: Yellow, Reichweite: ca. 2300 Seiten|Computer & Gaming||interdiscount
CANON 046C (Einzeltoner, Cyan)|89.8|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON C-EXV 48 (Einzeltoner, Cyan)|89.65|CANON Toner cyan Orig.Nr. C-EXV 48C Passend zu CANON Farblaser-Drucker gemäss Kompatibilitätsliste|Computer & Gaming||interdiscount
CANON C-EXV 48 (Einzeltoner, Gelb)|89.65|CANON Toner yellow Orig.Nr. C-EXV 48Y Passend zu CANON Farblaser-Drucker gemäss Kompatibilitätsliste|Computer & Gaming||interdiscount
CANON C-EXV 54 (Cyan, 1 Stück)|89.0|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern.|Computer & Gaming||interdiscount
CANON 054 H (Schwarz, 1 Stück)|88.9|Die Canon 054 H High Yield Toner-Cartridge in Schwarz ist die richtige Wahl für Haushalte und Büros mit einem hohen Druckaufkommen.Bei jedem Ihrer Ausdrucke profitieren Sie von höchster Druckqualität. Intensives Schwarz auf jedem Ihrer Dokumente sind Ihnen garantiert. Bei dem Canon 054 H High Yield Toner-Cartridge Toner profitieren Sie von einer ausgezeichneten Seitenreichweite von 3.100 Blatt und Ihre Dokumente, Bilder und Grafiken erscheinen in ausgezeichneter und langlebiger Farbbrillanz. Sie sparen Geld und Zeit mit dem Erwerb dieser hochwertigen Kartusche in CANON Markenqualität.|Computer & Gaming||interdiscount
CANON Scannerrolle|88.9|Als der weltführende Hersteller von vielseitigen Geräten schenkt Canon besonders viel Aufmerksamkeit auf zuverlässige Poweroptionen für seine Produkte. Geräte von Canon werden für ihre hervorragende Haltbarkeit anerkannt und garantieren Jahren von zuverlässiger Arbeit. Mit Batterien, Stromversorgungsanlagen und anderen Poweroptionen von Canon werden Ihre Systeme nie Energieprobleme durchgehen müssen.|Computer & Gaming||interdiscount
CANON 045H (Einzeltoner, Gelb)|86.5|Mit dieser Toner-Cartridge mit hoher Reichweite drucken Sie bis zu 2.200 Seiten mit hochwertigem, reichhaltigem und scharfem Gelb bei geringeren Kosten pro Seite.|Computer & Gaming||interdiscount
CANON 045 H (Einzeltoner, Magenta)|85.3|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern. Eine Marke und Produkte, auf die Sie vertrauen können und die Ihr Geschäft unterstützen.|Computer & Gaming||interdiscount
CANON 2662B002 (Einzeltoner, Schwarz)|83.95|Mit der All-in-One Cartridge 718 Bk, die nahtlos auf Ihren Canon i-SENSYS Drucker abgestimmt ist, erhalten Sie rund 3.400 kontraststarke, streifenfreie S/W-Seiten (gemessen nach ISO 19798).|Computer & Gaming||interdiscount
CANON PFI-120MBK (Schwarz, 1 Stück)|83.25|Tintenpatronen PFI-120|Computer & Gaming||interdiscount
CANON PFI-120C (Cyan, 1 Stück)|83.25|Tintenpatronen PFI-120|Computer & Gaming||interdiscount
CANON Standard 1570B Fotopapier (1 Stück, 90 g/m2)|83.0|• Medientyp: Normalpapier • Mediengrössen: Rolle (106,7 cm x 50 m) • Drucktechnologie: Tintenstrahl • Enthaltene Menge: 1 Rolle(n) • Mediengewicht: 90 g/m2|Computer & Gaming||interdiscount
CANON 1246C002 / 045 (Einzeltoner, Schwarz)|82.9|Mit geringeren Kosten pro Seite bietet diese Schwarz-Toner-Cartridge die nötige Reichweite für Büroumgebungen mit hohem Druckaufkommen.|Computer & Gaming||interdiscount
CANON C-EXV 6 (Einzeltoner, Schwarz)|82.1||Computer & Gaming||interdiscount
CANON C-EXV 54 (Gelb, 1 Stück)|81.9|Canon Verbrauchsmaterialien sind umfassend geprüft und genehmigt, um eine gleichbleibend hohe Qualität zu sichern.|Computer & Gaming||interdiscount
CANON PFI-102MBK (Schwarz, Mattschwarz, 1 Stück)|80.1|Canon PFI-102 MBK - 130 ml - mattschwarz - Original - Tintenbehälter - für imagePROGRAF iPF510, iPF610, iPF650, iPF655, iPF720, iPF750, iPF755, iPF760, LP17, LP24|Computer & Gaming||interdiscount
CANON PFI-120M iPF (Magenta, 1 Stück)|79.8|Tintenpatronen PFI-120|Computer & Gaming||interdiscount
CANON PFI-120Y (Gelb, 1 Stück)|79.8|Tintenpatronen PFI-120|Computer & Gaming||interdiscount
CANON PIXMA TS5351i (Tintendrucker, Farbe, WLAN, Bluetooth)|79.3|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 200 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 2, Druckgeschwindigkeit (farbig): 6.8 ppm|Computer & Gaming||interdiscount
CANON C-EXV 29 (Einzeltoner, Schwarz)|78.75|Canon C-EXV 29 - Schwarz - Original - Tonerpatrone - für imageRUNNER ADVANCE C5030, C5030i, C5035, C5035i, C5035i EQ80, C5235i, C5240i|Computer & Gaming||interdiscount
CANON C-EXV50 (Einzeltoner, Schwarz)|76.85|CANON Toner schwarz Orig.Nr. C-EXV 22 Passend zu CANON Monochrom Laser-Drucker gemäss Kompatibilitätsliste|Computer & Gaming||interdiscount
CANON PFI-102C (Cyan, 1 Stück)|76.75|Canon LUCIA PFI-102 C - 130 ml - Cyan - Original - Tintenbehälter - für imagePROGRAF iPF510, iPF650, iPF655, iPF710, iPF720, iPF750, iPF755, iPF760, iPF765|Computer & Gaming||interdiscount
CANON 5646C002 (Einzeltoner, Schwarz)|74.65|Canon - Tonerpatrone|Computer & Gaming||interdiscount
CANON C-EXV64BK IR-ADV DX C3900 (Einzeltoner, Weiss)|73.85||Computer & Gaming||interdiscount
CANON 046BK (Einzeltoner, Schwarz)|70.65|Druckleistung Seiten: 2200 ×, Toner/Tinte Farbe: Black, Originalprodukt - Farbe: Black, Reichweite: ca. 2200 Seiten|Computer & Gaming||interdiscount
"CANON 1933B Plotterpapier (1 Stück, 36"" x 45 m, 90 g/m2)"|70.4|"Farbe: Weiss, Mediengewicht: 90 g/m², Verpackungseinheit: 1 Stück, Papierformat: 36"""|Computer & Gaming||interdiscount
CANON TS3350 (Tintendrucker, Farbe, WLAN)|68.85||Computer & Gaming||interdiscount
CANON PIXMA TR4751i (Tintendrucker, Farbe, WLAN)|67.75|Der Canon PIXMA TR4751i ist einfach bedienbar und kann drucken, scannen², kopieren und faxen. Mit der Smartphone App ist das Einrichten auch ganz einfach. Dank WLAN und der Canon PRINT App lässt er sich auch per Mobilgerät bedienen. Auch ohne App kann man per Mopria oder Apple AirPrint kabellos drucken. Schwarze Pigmenttinte und Farbstofftinten liefern scharfen Text und lebendige Fotos. wobei viele verschiedene Druckmedien unterstützt werden. Zu den benutzerfreundlichen Funktionen gehören leicht austauschbare Tintenpatronen, das optimierte Nachfüllen von Papier, automatischer beidseitiger Druck und ein 20-Blatt-ADF¹ zum Kopieren und Scannen mehrseitiger Dokumente. Ausserdem erinnert er dich, wenn du Originaldokumente vergessen hast, die du kopiert oder gescannt hast. Dieser Drucker ist mit dem PIXMA Print Plan kompatibel, einem monatlichen Tinten-Abo auf Basis der gedruckten Seiten.|Computer & Gaming||interdiscount
CANON 1240C002 (Einzeltoner, Gelb)|66.1|Druckleistung Seiten: 1300 ×, Toner/Tinte Farbe: Yellow, Originalprodukt - Farbe: Yellow, Reichweite: ca. 1300 Seiten|Computer & Gaming||interdiscount
CANON PGI-9 (Gelb, Grau, Magenta, Cyan, Photo Schwarz, Multipack)|65.0|Dieses Multipack enthält jeweils einen Tintentank der Farben Foto-Schwarz, Cyan, Magenta, Gelb und Grau. Mit diesen fünf 14 ml fassenden Tntentanks sparen Sie Zeit und Geld. Das LUCIA-System liefert herausragende Ergebnisse mit hoher Farbstabilität.|Computer & Gaming||interdiscount
CANON Plotterpapier 8946A (140 g/m2)|64.9|"Farbe: Weiss, Mediengewicht: 140 g/m², Verpackungseinheit: 1 Stück, Papierformat: 36"" - Verpackungsinhalt: 1 Rolle - Format: 36"" (B) x 30 m (L) - Stärke: 140 g/m² - Weiss, beschichtet, matt"|Computer & Gaming||interdiscount
